vegetable_type,storage_temperature,humidity_percent,transport_time_hours,days_since_harvest,storage_type,packaging_type,bruising_level,initial_quality_score,season,district,spoilage_risk_level,estimated_days_remaining,recommended_action
Potato,44.70058480647885,45.64358345921495,42.09244470444279,5,Cold Storage,None,0,73.92152333475788,Summer,Erode,Low,11.835730299743389,Safe for long transport
Carrot,29.491030627754895,31.083927876839546,10.154354391299615,3,Warehouse,None,3,63.350792893496205,Winter,Chennai,Low,9.799139279336476,Safe for long transport
Potato,25.875373126317726,34.418264488261244,9.517601369336349,4,Open Air,Jute Bag,2,61.78933792157213,Winter,Coimbatore,Low,8.198507019258198,Safe for long transport
Beans,21.10957938987323,63.774758927195485,47.8367365135351,3,Warehouse,None,3,67.9052035993203,Winter,Trichy,Low,8.433923756556375,Safe for long transport
Beans,40.184059868470484,88.95772742697642,47.602040463887164,0,Open Air,Jute Bag,2,81.02176563852791,Summer,Madurai,Medium,4.975371866180499,Sell within 2 days / Cold Storage
Onion,28.02373714560328,40.4947592141756,23.171772363366635,6,Warehouse,Plastic Bag,1,49.07460703155503,Winter,Chennai,Low,9.493764787535325,Safe for long transport
Cabbage,15.181621716866447,60.74678771729634,3.0358178429526617,2,Open Air,Jute Bag,4,61.0217283246822,Winter,Salem,Low,7.902362936783257,Safe for long transport
Ladies Finger,34.40100744759293,69.65701493235525,23.944350739608257,6,Cold Storage,Crate,3,54.97897861019166,Summer,Trichy,Low,11.507391522714,Safe for long transport
Spinach,12.310046639497436,50.737929831595594,20.5291609639171,2,Cold Storage,Plastic Bag,4,53.56068811971571,Winter,Tirunelveli,Low,10.603091393980563,Safe for long transport
Onion,42.65896950024262,41.33660236224747,23.167526065277983,2,Open Air,None,3,61.220965726384975,Summer,Salem,Low,6.117940543676871,Safe for long transport
Potato,40.86298633876041,42.75912965021936,2.06053205015132,3,Open Air,Jute Bag,0,70.48233051529792,Summer,Coimbatore,Low,8.65977819282958,Safe for long transport
Potato,37.33579529216092,69.7570172603495,14.900135441965972,0,Cold Storage,Crate,0,78.06392845090595,Summer,Madurai,Low,12.516426330770393,Safe for long transport
Cabbage,14.874281103829317,49.917004207817364,27.09128797739986,5,Cold Storage,Crate,0,57.44724776834097,Winter,Tirunelveli,Low,12.578082888532077,Safe for long transport
Carrot,33.92286544198676,80.22361422833083,34.600278102291746,1,Cold Storage,Plastic Bag,3,71.48136460709867,Summer,Vellore,Low,11.704550440106118,Safe for long transport
Spinach,17.352091013984612,49.079761509812926,13.501891575354925,6,Warehouse,Plastic Bag,4,45.75555686561046,Winter,Chennai,Medium,3.8914869436877275,Sell within 2 days / Cold Storage
Brinjal,37.30871279925918,87.58440970733261,39.35571499013751,3,Open Air,Plastic Bag,4,49.61663627615452,Summer,Coimbatore,Medium,3.5033070742793946,Sell within 2 days / Cold Storage
Cabbage,30.53955139196542,50.78330770150017,3.684506678410833,5,Cold Storage,Jute Bag,4,39.143758794207415,Summer,Madurai,Low,11.898728430407761,Safe for long transport
Brinjal,25.002330367643467,73.86805819852006,12.236120051526395,0,Warehouse,Crate,3,61.29070832290603,Monsoon,Tirunelveli,Low,9.705438716101634,Safe for long transport
Cabbage,37.150209440470505,35.442120959947644,19.139157014035586,1,Warehouse,Plastic Bag,0,71.55658517009891,Summer,Vellore,Low,10.659472398356455,Safe for long transport
Brinjal,20.74221344425262,38.49662603333422,32.57031638447086,4,Open Air,Jute Bag,1,74.78333778033911,Winter,Chennai,Low,8.023770973379838,Safe for long transport
Potato,17.487589462765175,57.78532433083479,31.325273064699203,4,Warehouse,Crate,3,51.074847129748875,Winter,Madurai,Low,9.03015584830407,Safe for long transport
Cabbage,38.00845485038524,81.67877114439852,16.215348803689913,2,Warehouse,Crate,2,82.68875644540084,Summer,Salem,Low,8.77954137048207,Safe for long transport
Carrot,6.022791963589387,81.21805868341056,43.45266093947114,5,Warehouse,None,3,57.99903574783198,Monsoon,Coimbatore,Low,8.570919399968187,Safe for long transport
Potato,40.01954601583586,49.660310634995525,41.358811698494975,2,Open Air,Crate,0,91.35455886058276,Summer,Chennai,Low,7.047578203330171,Safe for long transport
Onion,42.80096258322275,74.36513111986521,16.585991908068195,0,Open Air,None,1,72.30713377593895,Summer,Madurai,Low,7.212604236799268,Safe for long transport
Onion,7.547390700100669,41.51326437288651,1.2415624965213343,2,Open Air,None,2,78.3583870391365,Winter,Trichy,Low,10.332677453962393,Safe for long transport
Brinjal,16.57763579872833,80.90900455268411,38.752510519245895,4,Cold Storage,Plastic Bag,3,61.749392451281054,Monsoon,Vellore,Low,11.75614512137301,Safe for long transport
Potato,11.754338534815801,33.486261448854,34.72085455875987,2,Open Air,Jute Bag,0,88.61656417767156,Winter,Chennai,Low,9.951398311279,Safe for long transport
Coriander,26.95638526560287,42.29772650537306,34.85804793356295,0,Warehouse,Jute Bag,2,83.79189085111967,Winter,Salem,Low,5.920969537211013,Safe for long transport
Potato,33.37555287297545,36.85108953077005,40.426131509491235,6,Cold Storage,Plastic Bag,0,61.127255914815876,Summer,Vellore,Low,12.072566648180436,Safe for long transport
Brinjal,9.503618661167778,56.505572236400575,42.65987701212666,6,Warehouse,Crate,1,65.9412793293013,Winter,Madurai,Low,9.5149113118498,Safe for long transport
Cabbage,32.80749864840263,70.92584242100853,41.58377659334842,1,Cold Storage,None,3,68.32772011045752,Summer,Erode,Low,11.717437968543699,Safe for long transport
Tomato,7.246480396132524,46.6165410966985,25.795491502972734,4,Open Air,Crate,4,38.99803913508076,Winter,Tirunelveli,Low,7.2972206197553335,Safe for long transport
Spinach,10.534863788822264,93.87807015917508,12.748725870834996,0,Cold Storage,Crate,4,64.0394138743413,Monsoon,Salem,Low,10.490586905000269,Safe for long transport
Ladies Finger,37.70493513217944,88.17867925998915,41.102396052264524,0,Warehouse,Plastic Bag,1,66.38189191045932,Summer,Erode,Low,8.71810777662331,Safe for long transport
Brinjal,25.514989692210712,50.85554527873983,29.01435544076466,6,Cold Storage,Plastic Bag,3,37.049312713373496,Winter,Trichy,Low,11.77468357863669,Safe for long transport
Potato,7.189308276999435,43.27573691394788,20.678671736401157,0,Open Air,Plastic Bag,3,70.38938049462722,Winter,Madurai,Low,9.431989543668553,Safe for long transport
Beans,34.69168925947788,40.90794871699186,6.657088081869345,5,Cold Storage,Crate,0,61.9552387514418,Summer,Vellore,Low,12.499017568092075,Safe for long transport
Tomato,9.765626879841927,63.30553334758693,17.395099650555615,2,Warehouse,None,3,56.03498433022281,Winter,Salem,Low,10.123754999539496,Safe for long transport
Carrot,6.4236092322590554,94.63146967457146,11.938232399030936,6,Open Air,Crate,0,63.754326838515155,Monsoon,Erode,Low,8.342064759387036,Safe for long transport
Onion,23.08809916414155,78.04094242954196,33.26615532303287,4,Open Air,Plastic Bag,1,78.9810702513727,Monsoon,Vellore,Low,6.630187300266646,Safe for long transport
Potato,6.268899672641246,64.77283377161386,2.7717930709980814,6,Open Air,Crate,1,63.15184937860873,Winter,Vellore,Low,9.061916823208577,Safe for long transport
Tomato,39.30122431007695,36.32884809642937,34.19948385006982,5,Cold Storage,Jute Bag,3,68.62126795234258,Summer,Vellore,Low,11.632950922826188,Safe for long transport
Cabbage,37.75477082081886,51.92648957497475,39.8936136158294,5,Cold Storage,Crate,0,62.00702083205833,Summer,Salem,Low,11.950769303593871,Safe for long transport
Carrot,12.48497081642007,66.1107220425653,14.69397042337399,2,Open Air,Crate,2,81.15896997031547,Winter,Trichy,Low,8.619076858439707,Safe for long transport
Potato,18.206238012624176,36.94204576015363,45.80993533095847,1,Warehouse,Crate,0,92.32944592457147,Winter,Salem,Low,10.776549124236965,Safe for long transport
Cabbage,9.89991447863957,71.26893284495557,6.8207632551734205,3,Open Air,Jute Bag,4,42.282188181858544,Monsoon,Coimbatore,Low,7.512504082270562,Safe for long transport
Ladies Finger,26.785234844285434,35.06067377457003,45.90606499758917,2,Cold Storage,Plastic Bag,3,62.20213225199495,Winter,Erode,Low,11.992937132946661,Safe for long transport
Beans,5.529152516211759,63.265729677016246,37.16380123281317,1,Warehouse,Plastic Bag,2,83.64574048983913,Winter,Salem,Low,10.343313743664691,Safe for long transport
Ladies Finger,16.36737182846915,48.782954119868805,18.721534757079844,3,Open Air,Crate,2,72.02806095053998,Winter,Erode,Low,8.366489425200156,Safe for long transport
Onion,17.4123392841819,62.717433489400015,38.43270639160343,0,Cold Storage,Crate,4,62.04492831694628,Winter,Vellore,Low,12.048821269701921,Safe for long transport
Potato,20.094527071866032,56.87857446884735,2.87113765395043,1,Cold Storage,Jute Bag,3,81.08847816713013,Winter,Vellore,Low,12.548627210964495,Safe for long transport
Tomato,6.724004357932962,41.6411710563318,19.434236291376386,0,Cold Storage,Plastic Bag,1,68.26047618124076,Winter,Coimbatore,Low,13.139179708894169,Safe for long transport
Carrot,29.809654170756485,61.05323821596984,23.47346940712467,2,Warehouse,Jute Bag,4,48.38063057890888,Winter,Vellore,Low,8.584248444929038,Safe for long transport
Spinach,26.2443798535011,78.47164830331118,39.81922319826016,6,Open Air,Jute Bag,0,62.04367125672037,Monsoon,Vellore,High,0.0,Sell Immediately / Compost
Brinjal,30.42581287810453,53.137255275591635,7.979818737252998,1,Open Air,None,3,55.96806145295446,Summer,Trichy,Low,7.664854532698026,Safe for long transport
Coriander,43.709712993348624,72.754749912719,27.52658287593251,3,Cold Storage,None,2,72.37996856959633,Summer,Vellore,Low,9.30689749264017,Safe for long transport
Onion,23.900617712783408,54.58459349081741,25.312793661155897,4,Warehouse,Plastic Bag,3,43.760458127918156,Winter,Vellore,Low,8.953893434709805,Safe for long transport
Coriander,17.64405246187882,33.623155483183716,29.6611997927615,2,Cold Storage,Crate,4,60.364710214845076,Winter,Salem,Low,10.444398618767632,Safe for long transport
Cabbage,26.7589244513987,45.053936609653434,40.89942186537542,0,Open Air,None,3,82.78178679454797,Winter,Salem,Low,7.0009885839136015,Safe for long transport
Ladies Finger,27.816379656145664,67.80167328846926,34.59069673607951,4,Cold Storage,Crate,4,54.61979766509393,Winter,Vellore,Low,11.526170659736378,Safe for long transport
Tomato,12.818320014735995,40.80490853335782,44.07499010242917,1,Cold Storage,Plastic Bag,0,70.44719030085732,Winter,Tirunelveli,Low,12.808294450209267,Safe for long transport
Brinjal,43.08249786556011,77.96530498492203,29.07917440095074,2,Cold Storage,Plastic Bag,2,67.9510900266273,Summer,Vellore,Low,11.685677509998012,Safe for long transport
Ladies Finger,39.905035419435855,35.662103814993216,23.907068758586014,1,Open Air,Crate,0,80.34557298482622,Summer,Chennai,Low,8.561441134956143,Safe for long transport
Ladies Finger,12.613479003801903,89.61933846861609,27.017251035130826,3,Cold Storage,None,2,64.0108299396114,Monsoon,Salem,Low,12.146568699753463,Safe for long transport
Carrot,38.31749569274644,94.07493622307318,38.19036174734413,5,Warehouse,Crate,3,64.15291936123404,Summer,Tirunelveli,Low,6.85691563848089,Safe for long transport
Beans,20.802133514271837,33.33212484643988,19.888184748126758,1,Cold Storage,Jute Bag,3,57.592594145619245,Winter,Chennai,Low,12.518642113965523,Safe for long transport
Spinach,13.765042586832035,37.33480716693539,29.032395867406017,0,Open Air,Plastic Bag,3,61.480943211792166,Winter,Trichy,Medium,3.48223955389253,Sell within 2 days / Cold Storage
Brinjal,26.25427327010781,55.725549177928,29.818139821841843,3,Open Air,Plastic Bag,1,71.75148020736154,Winter,Chennai,Low,7.517346737421191,Safe for long transport
Cabbage,32.226894929029484,73.33754944074335,25.01562492311792,3,Open Air,Crate,4,60.89932128512007,Summer,Salem,Medium,4.957153275560183,Sell within 2 days / Cold Storage
Onion,11.125780003358248,77.32756842685082,29.2118162746804,3,Open Air,None,2,61.24923338071805,Monsoon,Chennai,Low,7.431207714581989,Safe for long transport
Beans,24.890155463635118,41.597046276627225,6.083285684947767,3,Warehouse,Crate,4,52.809065608323266,Winter,Tirunelveli,Low,9.541052730737267,Safe for long transport
Carrot,27.219891206785256,67.9547538019738,10.728699258517734,4,Warehouse,Plastic Bag,2,68.41153241287566,Winter,Erode,Low,9.35804938586573,Safe for long transport
Potato,11.619990986546224,75.92926838462415,26.16134509889787,6,Warehouse,Plastic Bag,0,67.54231495592683,Monsoon,Tirunelveli,Low,9.915574730013269,Safe for long transport
Cabbage,17.882701407829188,66.38340298668888,41.32294095787445,4,Warehouse,Jute Bag,1,80.9049560858765,Winter,Tirunelveli,Low,9.33850864113853,Safe for long transport
Carrot,15.356170991725584,33.43373461370693,35.12598801974097,0,Warehouse,Crate,2,74.4682200024463,Winter,Vellore,Low,10.709737117547352,Safe for long transport
Carrot,29.023327879485443,40.80659647273054,18.84765802661749,5,Cold Storage,None,4,38.72322103141332,Winter,Coimbatore,Low,11.826908774309036,Safe for long transport
Tomato,33.845294294272946,41.946003232013574,16.43411848198045,2,Warehouse,Plastic Bag,3,63.693576039647226,Summer,Vellore,Low,9.375791666186668,Safe for long transport
Cabbage,16.185452739728248,38.86407128539178,35.21657611642128,4,Cold Storage,Crate,4,57.74922318518185,Winter,Chennai,Low,11.982779461525245,Safe for long transport
Beans,34.99814727209632,82.33259533555156,7.431722829558771,5,Warehouse,None,0,64.83651982054775,Summer,Erode,Low,9.38048904479739,Safe for long transport
Beans,38.45662386319427,86.06182542338956,15.851865632885687,1,Warehouse,Crate,0,85.70557585522464,Summer,Coimbatore,Low,9.680376329385926,Safe for long transport
Beans,24.40071950096165,35.55119696057691,46.70568533131141,5,Cold Storage,Plastic Bag,0,67.87448475874966,Winter,Tirunelveli,Low,12.267107810320415,Safe for long transport
Cabbage,35.006129177260505,59.69315729614878,40.74636540764226,1,Warehouse,Crate,0,90.06241394087539,Summer,Tirunelveli,Low,9.633439432984732,Safe for long transport
Coriander,28.072316785530234,37.74867878463727,2.7136693888040675,3,Open Air,Jute Bag,0,86.31980415826075,Winter,Trichy,Low,5.4800015100998625,Safe for long transport
Onion,9.022509283337774,55.56199653144899,29.98549725939847,2,Open Air,Plastic Bag,1,68.97280076523096,Winter,Tirunelveli,Low,9.107104531133265,Safe for long transport
Cabbage,29.688783319778324,87.51251655699231,11.873809186192224,6,Cold Storage,Jute Bag,1,63.93919573688606,Monsoon,Coimbatore,Low,11.923638490914188,Safe for long transport
Tomato,29.031685973584764,75.55627032085219,14.404672725979461,2,Open Air,Plastic Bag,2,60.04391763160599,Monsoon,Tirunelveli,Low,7.107725169686501,Safe for long transport
Beans,11.79036805571306,36.216645241541535,20.699400198776583,0,Open Air,Plastic Bag,4,54.93797821098724,Winter,Erode,Low,8.697750029630328,Safe for long transport
Beans,14.989767169174208,52.31290678918914,41.04627554282057,2,Open Air,Crate,3,76.18700558305416,Winter,Vellore,Low,7.059297859209335,Safe for long transport
Onion,20.079446691473667,69.20884903646778,4.746608439802395,4,Warehouse,Crate,3,46.78345967126232,Winter,Coimbatore,Low,9.469452431502889,Safe for long transport
Cabbage,34.84718554209089,82.13248756838647,8.547903667035502,4,Cold Storage,Jute Bag,3,61.70515933742011,Summer,Coimbatore,Low,11.743421544606665,Safe for long transport
Ladies Finger,17.6486049025332,84.92310548660659,23.387150553724503,6,Warehouse,Jute Bag,3,59.69353263966735,Monsoon,Vellore,Low,8.317493128529474,Safe for long transport
Tomato,13.361481495436891,75.22667285114846,45.37781540226705,6,Cold Storage,Plastic Bag,4,36.43875002328218,Monsoon,Erode,Low,11.46642320245487,Safe for long transport
Carrot,13.363894583584571,38.47295345281226,10.56613907268413,4,Warehouse,None,4,47.53714021319851,Winter,Erode,Low,9.845362029584003,Safe for long transport
Coriander,37.66620972806494,87.54052711599175,5.07520867699509,3,Cold Storage,Crate,3,70.88697494285105,Summer,Chennai,Low,9.530898168773652,Safe for long transport
Ladies Finger,44.0786218450649,42.15054291369405,21.927879163941114,4,Open Air,Crate,1,65.85932837625595,Summer,Madurai,Low,6.64283251183196,Safe for long transport
Ladies Finger,18.2869008824693,75.55254717011312,36.969866077693155,2,Open Air,Jute Bag,4,55.97378301334898,Monsoon,Salem,Low,5.698262045215216,Safe for long transport
Beans,16.310618282403944,49.791877583011974,47.19850333907094,1,Cold Storage,Jute Bag,1,86.05520505358417,Winter,Chennai,Low,12.469070573618975,Safe for long transport
Potato,30.615229865769642,85.28277484135882,35.82085561410524,5,Warehouse,Plastic Bag,1,72.68576702320341,Summer,Vellore,Low,8.288957341461185,Safe for long transport
Brinjal,24.56909018999677,38.667390375564075,12.399580999399625,3,Open Air,None,3,54.99788192419199,Winter,Chennai,Low,7.739315379510337,Safe for long transport
Coriander,19.77416520357729,73.14327801065016,6.557204446190604,2,Warehouse,None,1,79.22113602274871,Monsoon,Madurai,Low,7.103420092444827,Safe for long transport
Coriander,28.912320536060562,73.208048319205,20.70872997970655,0,Warehouse,Plastic Bag,1,93.01933922433558,Monsoon,Chennai,Low,6.13792221484335,Safe for long transport
Cabbage,31.453707157788976,32.4960570262124,18.307755047571256,2,Warehouse,Crate,0,85.51785627597269,Summer,Vellore,Low,10.828160850159165,Safe for long transport
Spinach,36.9121872536429,86.18380731963826,22.473739371651543,5,Open Air,None,0,57.49669198624217,Summer,Madurai,High,0.0,Sell Immediately / Compost
Spinach,44.872367227244354,57.74579137168082,6.224091349815657,4,Warehouse,None,1,77.79393828476549,Summer,Vellore,Medium,4.4294861414193925,Sell within 2 days / Cold Storage
Ladies Finger,7.488203661027639,83.47568991161842,15.634951174951464,4,Warehouse,Plastic Bag,4,63.73573350552468,Monsoon,Coimbatore,Low,9.087027483467706,Safe for long transport
Onion,12.026883998236428,63.35734296113893,34.62290780739679,2,Cold Storage,None,0,68.98554998829248,Winter,Vellore,Low,12.677128682657399,Safe for long transport
Brinjal,20.03409860727917,83.33540210348917,1.3356778431075171,1,Cold Storage,Plastic Bag,4,60.50708860017852,Monsoon,Vellore,Low,12.196606676909212,Safe for long transport
Coriander,33.38685374018098,93.94125290859486,3.3582414650387777,0,Cold Storage,Jute Bag,4,72.97605276987595,Summer,Tirunelveli,Low,9.800868008694312,Safe for long transport
Tomato,5.873868479448072,80.3415642027864,7.31837108636885,6,Cold Storage,None,2,42.813199570086994,Monsoon,Tirunelveli,Low,12.351969663752321,Safe for long transport
Brinjal,27.47741014078653,37.2757475787613,29.64677687723421,5,Cold Storage,Jute Bag,3,54.30950177852961,Winter,Salem,Low,11.916484494027369,Safe for long transport
Coriander,25.386258032150426,89.07625141073524,37.903924567873545,2,Cold Storage,None,3,62.5847441585298,Monsoon,Vellore,Low,9.369635466513254,Safe for long transport
Beans,40.61763792004343,47.07686133148468,23.19567945042245,6,Open Air,Plastic Bag,2,54.14905762128565,Summer,Trichy,Low,5.497565740783191,Safe for long transport
Tomato,28.50507946460435,83.33846630606962,19.436550951606712,2,Cold Storage,Jute Bag,4,51.763772250935716,Monsoon,Trichy,Low,11.729952068840076,Safe for long transport
Brinjal,9.614512052228154,86.52928601733808,23.194642010541603,6,Open Air,Jute Bag,4,42.41576502686635,Monsoon,Trichy,Low,5.4392741250883745,Safe for long transport
Spinach,5.247352905635867,82.69443207194348,45.57336898107919,6,Open Air,Jute Bag,1,75.27114318405243,Monsoon,Coimbatore,High,0.0,Sell Immediately / Compost
Spinach,5.567865378868948,46.746079919629395,22.147352690636403,3,Warehouse,Plastic Bag,1,64.62533598151278,Winter,Trichy,Low,8.244529103889745,Safe for long transport
Carrot,26.3329419143842,56.36694186407044,8.950609010593748,5,Cold Storage,Plastic Bag,3,65.35036711467328,Winter,Tirunelveli,Low,12.034998318672628,Safe for long transport
Spinach,15.86656765454622,36.744162329830665,14.884835706746953,1,Cold Storage,Jute Bag,1,73.12921137776507,Winter,Chennai,Low,11.940194639578934,Safe for long transport
Cabbage,37.68764202906564,30.888009555589612,43.099138709210386,3,Cold Storage,Jute Bag,3,69.82043350797889,Summer,Chennai,Low,11.761953418463445,Safe for long transport
Beans,36.865794760605525,51.968800780539354,34.15803115963649,4,Cold Storage,Plastic Bag,1,60.82547737886267,Summer,Salem,Low,11.957037324627937,Safe for long transport
Carrot,25.44375285889592,58.95865794205548,46.447520187060825,2,Open Air,Jute Bag,0,81.07619389388283,Winter,Vellore,Low,7.632820388903405,Safe for long transport
Cabbage,28.32423029119592,76.6709215782551,18.48604768717375,1,Open Air,Jute Bag,0,93.01180547136842,Monsoon,Vellore,Low,8.443682934889834,Safe for long transport
Cabbage,43.66936910140432,92.27897778729225,12.63868722435762,3,Open Air,None,3,55.68969049530605,Summer,Vellore,Medium,4.687687058679817,Sell within 2 days / Cold Storage
Onion,26.043760530061682,74.70499841377276,13.85330222262405,3,Cold Storage,Crate,3,70.65257250956171,Monsoon,Vellore,Low,11.995245175417097,Safe for long transport
Spinach,19.13892768242882,50.516158998864896,24.07792884543877,4,Open Air,Crate,3,72.24712818430704,Winter,Tirunelveli,High,0.0,Sell Immediately / Compost
Onion,36.17460681340479,63.96229257788825,31.128168308861667,0,Warehouse,Crate,2,78.21973250379197,Summer,Salem,Low,9.178178758506146,Safe for long transport
Carrot,24.84170904066332,30.504831740007965,24.128324486454606,4,Open Air,Jute Bag,1,78.24866022628322,Winter,Tirunelveli,Low,8.335952267859556,Safe for long transport
Beans,38.75251454633224,59.921388291779735,11.226633176787292,5,Open Air,Crate,2,47.06783634403946,Summer,Madurai,Low,6.090721267316262,Safe for long transport
Tomato,29.80939395844482,65.4120705429464,6.9052441433787575,6,Cold Storage,None,2,54.334330094399604,Winter,Tirunelveli,Low,11.997652626766987,Safe for long transport
Coriander,5.295676057771721,63.093801839903946,7.548015671768179,5,Warehouse,Jute Bag,3,47.249767624575554,Winter,Madurai,Low,6.093799380320578,Safe for long transport
Cabbage,33.66425195840124,53.31298859671985,13.586246302563787,0,Cold Storage,None,4,60.79026683669204,Summer,Tirunelveli,Low,12.097176096427452,Safe for long transport
Tomato,12.314581070194897,45.10626300393685,30.87470393608188,1,Cold Storage,Plastic Bag,1,71.88137807906227,Winter,Chennai,Low,12.782361827331625,Safe for long transport
Coriander,22.76735791686017,38.9084321838301,41.52393689613109,3,Open Air,None,4,61.78760687674365,Winter,Erode,High,0.0,Sell Immediately / Compost
Carrot,7.102975912440126,36.786999017377674,27.74221013229377,4,Open Air,Plastic Bag,4,38.06229552800244,Winter,Salem,Low,7.515267380092442,Safe for long transport
Cabbage,18.351063882791912,67.65537118124996,42.783028708289294,1,Open Air,None,2,58.53496519336427,Winter,Coimbatore,Low,7.168772781480089,Safe for long transport
Carrot,16.857795509766124,90.42722450058633,6.856829126881386,3,Cold Storage,Crate,0,77.61938461660242,Monsoon,Coimbatore,Low,12.61714434427741,Safe for long transport
Carrot,42.10982932301629,86.40063636475054,34.258167529805164,2,Open Air,Crate,1,85.99229235226615,Summer,Tirunelveli,Low,5.50812617099003,Safe for long transport
Brinjal,9.558635484769646,71.8540172094047,40.21326540022173,4,Cold Storage,None,1,68.86121959652158,Monsoon,Salem,Low,12.271435967826708,Safe for long transport
Carrot,37.94985551803202,35.542442204759034,41.710634316844384,2,Warehouse,None,1,71.96031676791088,Summer,Coimbatore,Low,9.340339350497887,Safe for long transport
Onion,13.813095737503303,36.709082177134974,28.49665292977711,1,Open Air,Crate,0,75.01432209611949,Winter,Trichy,Low,10.280395972533233,Safe for long transport
Ladies Finger,30.98224027027847,86.41997347318085,39.92473585820229,4,Warehouse,Crate,4,39.47926961329475,Summer,Coimbatore,Low,7.1247464412763915,Safe for long transport
Carrot,10.42645868641511,46.903122616408204,19.097728618791198,6,Open Air,Plastic Bag,1,62.20998860430042,Winter,Vellore,Low,8.551524132181017,Safe for long transport
Potato,34.436816254957954,47.88142730134309,31.0380688087512,2,Warehouse,None,2,77.6728833494627,Summer,Tirunelveli,Low,9.189388576962704,Safe for long transport
Brinjal,31.168818481160518,94.88299399826515,4.523122043090614,0,Cold Storage,Jute Bag,1,66.95830272699392,Summer,Vellore,Low,12.403282213873581,Safe for long transport
Onion,40.17297853450243,63.424755732288546,26.34198073714075,3,Warehouse,Plastic Bag,2,64.17391982414551,Summer,Salem,Low,8.532596536514886,Safe for long transport
Potato,13.506571460453713,36.306184185410814,4.019213065284917,4,Open Air,Plastic Bag,1,66.90866223030349,Winter,Salem,Low,9.916957026965825,Safe for long transport
Beans,42.14222131576544,71.67059673284037,15.647687082768497,5,Cold Storage,Plastic Bag,0,84.43134586763398,Summer,Vellore,Low,11.996018554828746,Safe for long transport
Ladies Finger,19.211358969476905,74.363262457553,32.12491144149087,5,Warehouse,None,4,38.75753693288624,Monsoon,Coimbatore,Low,7.988419459130368,Safe for long transport
Tomato,5.476719319129684,39.08000421919101,34.63958854130738,4,Warehouse,Jute Bag,1,73.12295076329107,Winter,Trichy,Low,10.705376293420475,Safe for long transport
Beans,25.041609479384135,67.22943464208063,7.449675890992941,0,Warehouse,None,0,86.51711903624093,Winter,Erode,Low,11.179840556459393,Safe for long transport
Beans,9.075150565582263,89.22283259047724,39.56385269890913,3,Open Air,Crate,1,66.27185369887579,Monsoon,Vellore,Low,7.362305358416103,Safe for long transport
Spinach,8.654129708942232,79.18202570790592,28.374448613749905,3,Cold Storage,Crate,0,86.21044532765524,Monsoon,Trichy,Low,11.225935633585818,Safe for long transport
Beans,6.960185798850942,67.23006798465147,39.51629721314446,0,Cold Storage,Plastic Bag,2,68.2263866737244,Winter,Salem,Low,12.528760173588037,Safe for long transport
Coriander,22.629561643370543,46.92620207121405,40.404782990332926,6,Cold Storage,Plastic Bag,1,57.57443140830054,Winter,Coimbatore,Low,10.094283509357762,Safe for long transport
Coriander,10.19428053671524,73.95272351317504,41.35420502817742,0,Warehouse,Crate,3,65.29902907587223,Monsoon,Coimbatore,Low,5.141210704110829,Safe for long transport
Potato,29.09025209509029,50.95111359051262,37.51400616562901,1,Open Air,Crate,1,63.68641716379635,Winter,Vellore,Low,7.701567407699544,Safe for long transport
Ladies Finger,24.88916780079983,91.76995589285178,15.097109020508988,0,Cold Storage,Jute Bag,4,51.00270717306512,Monsoon,Salem,Low,11.94689168859508,Safe for long transport
Spinach,11.660141881980604,76.29431333651532,9.266843320677118,5,Cold Storage,Crate,0,55.4394138181746,Monsoon,Trichy,Low,11.29048107164028,Safe for long transport
Coriander,35.359073274161226,62.54026960170551,43.853900281943254,2,Cold Storage,Jute Bag,0,74.52332869030937,Summer,Tirunelveli,Low,10.212499148639624,Safe for long transport
Tomato,35.19309833449325,50.11506746900186,22.05466784996293,2,Cold Storage,Crate,1,88.51792820427207,Summer,Madurai,Low,12.310561479358565,Safe for long transport
Spinach,19.181928353144293,66.69861528387091,12.859168980396026,2,Warehouse,Plastic Bag,0,67.10425190939753,Winter,Coimbatore,Low,7.8423124145069725,Safe for long transport
Onion,41.27942073752975,40.96871349588492,46.511367124664986,1,Cold Storage,None,3,67.62657348102037,Summer,Erode,Low,11.728525471786345,Safe for long transport
Cabbage,7.8414968561336496,83.19000814889469,16.777072830213562,6,Cold Storage,None,2,65.86735128772759,Monsoon,Coimbatore,Low,12.176325123723606,Safe for long transport
Potato,10.212817326893436,71.82288171862649,10.267600152499115,4,Cold Storage,Crate,0,68.97697895853423,Monsoon,Coimbatore,Low,12.77794939788313,Safe for long transport
Onion,32.08497053930256,74.37362491007936,30.550498707819667,6,Cold Storage,Crate,4,44.92951186544609,Summer,Coimbatore,Low,11.276705605439478,Safe for long transport
Potato,38.295641668076314,94.45558229247983,8.689961594498985,3,Open Air,Crate,0,90.568022018584,Summer,Madurai,Low,7.003111134367425,Safe for long transport
Carrot,10.272273195867175,87.65777838905251,13.926164306926495,0,Warehouse,Jute Bag,1,76.48500184305306,Monsoon,Trichy,Low,10.915445843217796,Safe for long transport
Carrot,13.70994819336088,35.089608581171234,27.95129579171607,1,Open Air,None,2,62.243438546248015,Winter,Coimbatore,Low,9.161257317435574,Safe for long transport
